time,Latin America & Caribbean total,Central & Eastern Europe & Central Asia total,"East, Southeast Asia, & Pacific total",North America total,Northern & Western Europe total,Middle East & North Africa total,Sub-Saharan Africa total,South Asia total,UNCLASSED total,Latin America & Caribbean mom,Central & Eastern Europe & Central Asia mom,"East, Southeast Asia, & Pacific mom",North America mom,Northern & Western Europe mom,Middle East & North Africa mom,Sub-Saharan Africa mom,South Asia mom,UNCLASSED mom,underrepresented_sum,sum,metric_underrepresented,quarterly_metric,forecasted_monthly_metric,forecasted_quarterly_metric
2001-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,,,,
2001-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2001-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2001-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2001-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2001-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2001-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2001-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2001-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2001-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2001-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2001-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2002-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2003-01-01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,,,
2003-02-01,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2003-03-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,,0.0,-1.0,-0.0,,,
2003-04-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2003-05-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2003-06-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2003-07-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2003-08-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2003-09-01,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,
2003-10-01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,0.0,-1.0,-0.0,,,
2003-11-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,1.0,100.0,,,
2003-12-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,
2004-01-01,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,,1.0,3.0,33.33,,,
2004-02-01,1.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,,5.0,5.0,100.0,,,
2004-03-01,2.0,0.0,3.0,1.0,4.0,0.0,2.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,1.0,3.0,33.33,,,
2004-04-01,2.0,0.0,3.0,1.0,4.0,0.0,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,100.0,,,
2004-05-01,15.0,26.0,31.0,35.0,49.0,8.0,21.0,9.0,,13.0,26.0,28.0,34.0,45.0,8.0,19.0,7.0,,75.0,180.0,41.67,,,
2004-06-01,59.0,108.0,92.0,189.0,452.0,31.0,37.0,19.0,,44.0,82.0,61.0,154.0,403.0,23.0,16.0,10.0,,154.0,793.0,19.42,,,
2004-07-01,71.0,165.0,124.0,254.0,625.0,38.0,44.0,26.0,,12.0,57.0,32.0,65.0,173.0,7.0,7.0,7.0,,65.0,360.0,18.06,,,
2004-08-01,96.0,213.0,172.0,315.0,820.0,47.0,52.0,35.0,,25.0,48.0,48.0,61.0,195.0,9.0,8.0,9.0,,99.0,403.0,24.57,,,
2004-09-01,116.0,270.0,223.0,369.0,1067.0,61.0,57.0,47.0,,20.0,57.0,51.0,54.0,247.0,14.0,5.0,12.0,,102.0,460.0,22.17,,,
2004-10-01,141.0,334.0,322.0,452.0,1270.0,66.0,68.0,58.0,,25.0,64.0,99.0,83.0,203.0,5.0,11.0,11.0,,151.0,501.0,30.14,,,
2004-11-01,164.0,398.0,370.0,529.0,1498.0,75.0,80.0,66.0,,23.0,64.0,48.0,77.0,228.0,9.0,12.0,8.0,,100.0,469.0,21.32,,,
2004-12-01,190.0,463.0,431.0,602.0,1681.0,78.0,96.0,84.0,,26.0,65.0,61.0,73.0,183.0,3.0,16.0,18.0,,124.0,445.0,27.87,,,
2005-01-01,219.0,577.0,479.0,673.0,1926.0,88.0,107.0,95.0,,29.0,114.0,48.0,71.0,245.0,10.0,11.0,11.0,,109.0,539.0,20.22,,,
2005-02-01,242.0,679.0,536.0,741.0,2163.0,108.0,133.0,108.0,,23.0,102.0,57.0,68.0,237.0,20.0,26.0,13.0,,139.0,546.0,25.46,,,
2005-03-01,284.0,790.0,628.0,820.0,2464.0,128.0,162.0,120.0,,42.0,111.0,92.0,79.0,301.0,20.0,29.0,12.0,,195.0,686.0,28.43,,,
2005-04-01,308.0,930.0,700.0,924.0,2806.0,155.0,179.0,133.0,,24.0,140.0,72.0,104.0,342.0,27.0,17.0,13.0,,153.0,739.0,20.7,,,
2005-05-01,340.0,1037.0,785.0,1062.0,3112.0,188.0,195.0,153.0,,32.0,107.0,85.0,138.0,306.0,33.0,16.0,20.0,,186.0,737.0,25.24,,,
2005-06-01,366.0,1167.0,894.0,1207.0,3474.0,232.0,224.0,192.0,,26.0,130.0,109.0,145.0,362.0,44.0,29.0,39.0,,247.0,884.0,27.94,,,
2005-07-01,411.0,1282.0,990.0,1344.0,3930.0,253.0,242.0,207.0,,45.0,115.0,96.0,137.0,456.0,21.0,18.0,15.0,,195.0,903.0,21.59,,,
2005-08-01,444.0,1445.0,1086.0,1526.0,4459.0,280.0,270.0,226.0,,33.0,163.0,96.0,182.0,529.0,27.0,28.0,19.0,,203.0,1077.0,18.85,,,
2005-09-01,500.0,1551.0,1181.0,1713.0,4960.0,314.0,301.0,246.0,,56.0,106.0,95.0,187.0,501.0,34.0,31.0,20.0,,236.0,1030.0,22.91,,,
2005-10-01,552.0,1732.0,1281.0,1904.0,5424.0,343.0,328.0,283.0,,52.0,181.0,100.0,191.0,464.0,29.0,27.0,37.0,,245.0,1081.0,22.66,,,
2005-11-01,612.0,1884.0,1385.0,2121.0,5882.0,371.0,358.0,307.0,,60.0,152.0,104.0,217.0,458.0,28.0,30.0,24.0,,246.0,1073.0,22.93,,,
2005-12-01,672.0,2032.0,1500.0,2396.0,6484.0,404.0,403.0,336.0,,60.0,148.0,115.0,275.0,602.0,33.0,45.0,29.0,,282.0,1307.0,21.58,,,
2006-01-01,736.0,2253.0,1631.0,2671.0,7146.0,455.0,438.0,368.0,,64.0,221.0,131.0,275.0,662.0,51.0,35.0,32.0,,313.0,1471.0,21.28,,,
2006-02-01,801.0,2486.0,1803.0,2945.0,7777.0,505.0,468.0,388.0,,65.0,233.0,172.0,274.0,631.0,50.0,30.0,20.0,,337.0,1475.0,22.85,,,
2006-03-01,892.0,2783.0,2000.0,3260.0,8569.0,575.0,499.0,433.0,,91.0,297.0,197.0,315.0,792.0,70.0,31.0,45.0,,434.0,1838.0,23.61,,,
2006-04-01,1011.0,3012.0,2175.0,3626.0,9255.0,638.0,561.0,482.0,,119.0,229.0,175.0,366.0,686.0,63.0,62.0,49.0,,468.0,1749.0,26.76,,,
2006-05-01,1129.0,3334.0,2380.0,4024.0,10032.0,698.0,588.0,522.0,,118.0,322.0,205.0,398.0,777.0,60.0,27.0,40.0,,450.0,1947.0,23.11,,,
2006-06-01,1267.0,3634.0,2526.0,4478.0,10866.0,759.0,634.0,550.0,,138.0,300.0,146.0,454.0,834.0,61.0,46.0,28.0,,419.0,2007.0,20.88,,,
2006-07-01,1401.0,3933.0,2739.0,4881.0,11726.0,813.0,695.0,602.0,,134.0,299.0,213.0,403.0,860.0,54.0,61.0,52.0,,514.0,2076.0,24.76,,,
2006-08-01,1548.0,4288.0,2938.0,5410.0,12758.0,868.0,759.0,660.0,,147.0,355.0,199.0,529.0,1032.0,55.0,64.0,58.0,,523.0,2439.0,21.44,,,
2006-09-01,1730.0,4586.0,3165.0,5928.0,13700.0,919.0,807.0,734.0,,182.0,298.0,227.0,518.0,942.0,51.0,48.0,74.0,,582.0,2340.0,24.87,,,
2006-10-01,1897.0,4885.0,3462.0,6426.0,14615.0,992.0,854.0,775.0,,167.0,299.0,297.0,498.0,915.0,73.0,47.0,41.0,,625.0,2337.0,26.74,,,
2006-11-01,2039.0,5184.0,3701.0,6932.0,15398.0,1070.0,905.0,880.0,,142.0,299.0,239.0,506.0,783.0,78.0,51.0,105.0,,615.0,2203.0,27.92,,,
2006-12-01,2200.0,5559.0,3963.0,7465.0,15705.0,1145.0,960.0,930.0,,161.0,375.0,262.0,533.0,307.0,75.0,55.0,50.0,,603.0,1818.0,33.17,,,
2007-01-01,2389.0,5963.0,4279.0,8046.0,16767.0,1224.0,1029.0,979.0,,189.0,404.0,316.0,581.0,1062.0,79.0,69.0,49.0,,702.0,2749.0,25.54,,,
2007-02-01,2539.0,6351.0,4540.0,8664.0,17760.0,1294.0,1139.0,1035.0,,150.0,388.0,261.0,618.0,993.0,70.0,110.0,56.0,,647.0,2646.0,24.45,,,
2007-03-01,2711.0,6755.0,4826.0,9567.0,18977.0,1389.0,1198.0,1109.0,,172.0,404.0,286.0,903.0,1217.0,95.0,59.0,74.0,,686.0,3210.0,21.37,,,
