time,female,male,gender_diverse,female_MoM_difference,men_MoM_difference,gender_diverse_MoM_difference,total_gender_minority,total,metric_gender_diverse+women,quarterly_metric,forecasted_monthly_metric,forecasted_quarterly_metric
2004-06-01,27.0,403.0,0.0,21.0,326.0,0.0,21.0,347.0,6.0519,,,
2004-07-01,45.0,555.0,0.0,18.0,152.0,0.0,18.0,170.0,10.5882,,,
2004-08-01,52.0,716.0,0.0,7.0,161.0,0.0,7.0,168.0,4.1667,,,
2004-09-01,77.0,893.0,0.0,25.0,177.0,0.0,25.0,202.0,12.3762,,,
2004-10-01,102.0,1079.0,0.0,25.0,186.0,0.0,25.0,211.0,11.8483,,,
2004-11-01,113.0,1302.0,0.0,11.0,223.0,0.0,11.0,234.0,4.7009,,,
2004-12-01,128.0,1504.0,0.0,15.0,202.0,0.0,15.0,217.0,6.9124,,,
2005-01-01,145.0,1770.0,0.0,17.0,266.0,0.0,17.0,283.0,6.0071,,,
2005-02-01,175.0,1987.0,0.0,30.0,217.0,0.0,30.0,247.0,12.1457,,,
2005-03-01,196.0,2309.0,0.0,21.0,322.0,0.0,21.0,343.0,6.1224,,,
2005-04-01,237.0,2716.0,2.0,41.0,407.0,2.0,43.0,450.0,9.5556,,,
2005-05-01,280.0,3125.0,2.0,43.0,409.0,0.0,43.0,452.0,9.5133,,,
